"","point","time","KS-03-1/100_1","KS-03-1/100_2","KS-08-KS-03_1","KS-08-KS-03_2","NC_1","NC_2","elapsed_h","time_lbl"
"250",249,"22:23:36",-0.439,-0.272,0.265,0.402,0.098,0.035,124.480833333333,"Day 5
04:28"
"251",250,"22:53:39",-0.436,-0.281,0.245,0.416,0.088,0.033,124.981666666667,"Day 5
04:58"
"252",251,"23:23:36",-0.321,-0.273,0.253,0.391,0.068,0.035,125.480833333333,"Day 5
05:28"
"253",252,"23:53:37",-0.441,-0.279,0.244,0.42,0.148,0.017,125.981111111111,"Day 5
05:58"
"254",253,"00:23:34",-0.374,-0.249,0.241,0.405,0.11,0.022,126.480277777778,"Day 5
06:28"
"255",254,"00:53:34",-0.444,-0.271,0.264,0.411,0.098,0.017,126.980277777778,"Day 5
06:58"
"256",255,"01:23:37",-0.434,-0.288,0.257,0.387,0.084,0.066,127.481111111111,"Day 5
07:28"
"257",256,"01:53:34",-0.444,-0.279,0.252,0.402,0.088,0.019,127.980277777778,"Day 5
07:58"
"258",257,"02:23:32",-0.445,-0.264,0.244,0.398,0.061,0.033,128.479722222222,"Day 5
08:28"
"259",258,"02:53:33",-0.446,-0.275,0.257,0.407,0.047,0.028,128.98,"Day 5
08:58"
"260",259,"03:23:35",-0.44,-0.265,0.255,0.434,0.068,0.024,129.480555555556,"Day 5
09:28"
"261",260,"03:53:30",-0.451,-0.275,0.247,0.387,0.08,0.04,129.979166666667,"Day 5
09:58"
"262",261,"04:23:33",-0.449,-0.279,0.244,0.407,0.076,0.022,130.48,"Day 5
10:28"
"263",262,"04:53:30",-0.445,-0.269,0.263,0.415,0.071,0.026,130.979166666667,"Day 5
10:58"
"264",263,"05:23:31",-0.442,-0.278,0.244,0.417,0.059,0.02,131.479444444444,"Day 5
11:28"
"265",264,"05:53:32",-0.446,-0.286,0.263,0.424,0.061,0.022,131.979722222222,"Day 5
11:58"
"266",265,"06:23:34",-0.448,-0.279,0.243,0.403,0.061,0.02,132.480277777778,"Day 5
12:28"
"267",266,"06:53:28",-0.451,-0.279,0.255,0.398,0.099,0.022,132.978611111111,"Day 5
12:58"
"268",267,"07:23:31",-0.451,-0.288,0.258,0.416,0.095,0.019,133.479444444444,"Day 5
13:28"
"269",268,"07:53:28",-0.447,-0.267,0.258,0.434,0.055,0.026,133.978611111111,"Day 5
13:58"
"270",269,"08:23:31",-0.458,-0.285,0.252,0.415,0.057,0.022,134.479444444444,"Day 5
14:28"
"271",270,"08:53:34",-0.454,-0.296,0.259,0.404,0.054,0.024,134.980277777778,"Day 5
14:58"
"272",271,"09:23:30",-0.446,-0.289,0.263,0.426,0.068,0.035,135.479166666667,"Day 5
15:28"
"273",272,"09:53:28",-0.442,-0.284,0.265,0.413,0.074,0.018,135.978611111111,"Day 5
15:58"
"274",273,"10:23:31",-0.445,-0.287,0.253,0.434,0.055,0.025,136.479444444444,"Day 5
16:28"
"275",274,"10:53:28",-0.452,-0.279,0.265,0.398,0.062,0.019,136.978611111111,"Day 5
16:58"
"276",275,"11:23:31",-0.452,-0.293,0.258,0.426,0.063,0.054,137.479444444444,"Day 5
17:28"
"277",276,"11:53:29",-0.461,-0.285,0.272,0.442,0.057,0.037,137.978888888889,"Day 5
17:58"
"278",277,"12:23:24",-0.444,-0.273,0.267,0.411,0.047,0.027,138.4775,"Day 5
18:28"
"279",278,"12:53:25",-0.453,-0.291,0.257,0.411,0.062,0.028,138.977777777778,"Day 5
18:58"
"280",279,"13:23:26",-0.46,-0.293,0.265,0.418,0.071,0.033,139.478055555556,"Day 5
19:28"
"281",280,"13:53:29",-0.462,-0.286,0.266,0.419,0.081,0.028,139.978888888889,"Day 5
19:58"
"282",281,"14:23:26",-0.454,-0.306,0.262,0.425,0.063,0.028,140.478055555556,"Day 5
20:28"
"283",282,"14:53:26",-0.455,-0.295,0.263,0.403,0.096,0.052,140.978055555556,"Day 5
20:58"
"284",283,"15:23:29",-0.455,-0.301,0.253,0.43,0.077,0.026,141.478888888889,"Day 5
21:28"
"285",284,"15:53:25",-0.458,-0.302,0.266,0.413,0.077,0.031,141.977777777778,"Day 5
21:58"
"286",285,"16:23:26",-0.458,-0.302,0.259,0.438,0.066,0.034,142.478055555556,"Day 5
22:28"
"287",286,"16:53:27",-0.459,-0.307,0.266,0.41,0.081,0.057,142.978333333333,"Day 5
22:58"
"288",287,"17:23:28",-0.461,-0.303,0.267,0.43,0.081,0.063,143.478611111111,"Day 5
23:28"
"289",288,"17:53:26",-0.47,-0.31,0.266,0.449,0.084,0.205,143.978055555556,"Day 5
23:58"
"290",289,"18:23:25",-0.462,-0.277,0.274,0.433,0.107,0.033,144.477777777778,"Day 6
00:28"
"291",290,"18:53:24",-0.471,-0.304,0.265,0.46,0.102,0.024,144.9775,"Day 6
00:58"
"292",291,"19:23:21",-0.461,-0.3,0.26,0.432,0.074,0.023,145.476666666667,"Day 6
01:28"
"293",292,"19:53:26",-0.473,-0.306,0.28,0.438,0.069,0.031,145.978055555556,"Day 6
01:58"
"294",293,"20:23:24",-0.461,-0.294,0.256,0.441,0.076,0.037,146.4775,"Day 6
02:28"
"295",294,"20:53:21",-0.46,-0.298,0.266,0.423,0.074,0.026,146.976666666667,"Day 6
02:58"
"296",295,"21:23:24",-0.468,-0.314,0.272,0.43,0.077,0.027,147.4775,"Day 6
03:28"
"297",296,"21:53:25",-0.468,-0.308,0.269,0.44,0.097,0.027,147.977777777778,"Day 6
03:58"
"298",297,"22:23:21",-0.466,-0.31,0.277,0.433,0.075,0.033,148.476666666667,"Day 6
04:28"
"299",298,"22:53:26",-0.474,-0.294,0.275,0.429,0.066,0.054,148.978055555556,"Day 6
04:58"
"300",299,"23:23:21",-0.447,-0.295,0.273,0.431,0.06,0.056,149.476666666667,"Day 6
05:28"
"301",300,"23:53:20",-0.46,-0.316,0.277,0.453,0.057,0.026,149.976388888889,"Day 6
05:58"
"302",301,"00:23:19",-0.475,-0.308,0.258,0.442,0.071,0.133,150.476111111111,"Day 6
06:28"
"303",302,"00:53:21",-0.477,-0.293,0.275,0.459,0.051,0.03,150.976666666667,"Day 6
06:58"
"304",303,"01:23:24",-0.473,-0.306,0.289,0.447,0.052,0.026,151.4775,"Day 6
07:28"
"305",304,"01:53:21",-0.478,-0.32,0.284,0.418,0.046,0.034,151.976666666667,"Day 6
07:58"
"306",305,"02:23:26",-0.476,-0.329,0.266,0.441,0.056,0.028,152.478055555556,"Day 6
08:28"
"307",306,"02:53:21",-0.475,-0.317,0.267,0.423,0.055,0.039,152.976666666667,"Day 6
08:58"
"308",307,"03:23:18",-0.481,-0.311,0.279,0.43,0.077,0.024,153.475833333333,"Day 6
09:28"
"309",308,"03:53:16",-0.476,-0.32,0.266,0.444,0.073,0.027,153.975277777778,"Day 6
09:58"
"310",309,"04:23:17",-0.475,-0.324,0.267,0.433,0.061,0.076,154.475555555556,"Day 6
10:28"
"311",310,"04:53:20",-0.482,-0.323,0.278,0.429,0.049,0.028,154.976388888889,"Day 6
10:58"
"312",311,"05:23:21",-0.48,-0.311,0.273,0.445,0.057,0.024,155.476666666667,"Day 6
11:28"
"313",312,"05:53:19",-0.478,-0.333,0.26,0.437,0.076,0.026,155.976111111111,"Day 6
11:58"
"314",313,"06:23:19",-0.481,-0.327,0.277,0.441,0.047,0.041,156.476111111111,"Day 6
12:28"
"315",314,"06:53:17",-0.481,-0.328,0.284,0.442,0.057,0.025,156.975555555556,"Day 6
12:58"
"316",315,"07:23:15",-0.48,-0.331,0.274,0.453,0.053,0.027,157.475,"Day 6
13:28"
"317",316,"07:53:19",-0.475,-0.336,0.281,0.455,0.045,0.042,157.976111111111,"Day 6
13:58"
"318",317,"08:23:18",-0.481,-0.318,0.281,0.462,0.057,0.042,158.475833333333,"Day 6
14:28"
"319",318,"08:53:17",-0.489,-0.324,0.286,0.444,0.059,0.027,158.975555555556,"Day 6
14:58"
"320",319,"09:23:14",-0.291,-0.314,0.274,0.444,0.102,0.028,159.474722222222,"Day 6
15:28"
"321",320,"09:53:16",-0.482,-0.337,0.272,0.448,0.052,0.023,159.975277777778,"Day 6
15:58"
"322",321,"10:23:13",-0.484,-0.332,0.278,0.449,0.064,0.037,160.474444444444,"Day 6
16:28"
"323",322,"10:53:14",-0.487,-0.331,0.279,0.441,0.085,0.023,160.974722222222,"Day 6
16:58"
"324",323,"11:23:13",-0.48,-0.32,0.298,0.473,0.07,0.071,161.474444444444,"Day 6
17:28"
"325",324,"11:53:18",-0.487,-0.332,0.281,0.488,0.077,0.039,161.975833333333,"Day 6
17:58"
"326",325,"12:23:15",-0.481,-0.331,0.279,0.449,0.071,0.042,162.475,"Day 6
18:28"
"327",326,"12:53:18",-0.48,-0.331,0.294,0.452,0.052,0.022,162.975833333333,"Day 6
18:58"
"328",327,"13:23:14",-0.482,-0.331,0.295,0.442,0.054,0.06,163.474722222222,"Day 6
19:28"
"329",328,"13:53:15",-0.487,-0.324,0.296,0.444,0.049,0.149,163.975,"Day 6
19:58"
"330",329,"14:23:17",-0.484,-0.32,0.275,0.446,0.031,0.027,164.475555555556,"Day 6
20:28"
"331",330,"14:53:18",-0.489,-0.33,0.281,0.465,0.04,0.026,164.975833333333,"Day 6
20:58"
"332",331,"15:23:14",-0.487,-0.329,0.286,0.442,0.061,0.026,165.474722222222,"Day 6
21:28"
"333",332,"15:53:15",-0.491,-0.331,0.289,0.452,0.048,0.028,165.975,"Day 6
21:58"
"334",333,"16:23:13",-0.498,-0.32,0.293,0.44,0.047,0.026,166.474444444444,"Day 6
22:28"
"335",334,"16:53:12",-0.497,-0.328,0.289,0.453,0.044,0.03,166.974166666667,"Day 6
22:58"
"336",335,"17:23:15",-0.492,-0.34,0.298,0.461,0.06,0.039,167.475,"Day 6
23:28"
"337",336,"17:53:11",-0.489,-0.33,0.303,0.462,0.053,0.041,167.973888888889,"Day 6
23:58"
"338",337,"18:23:12",-0.5,-0.336,0.292,0.46,0.044,0.024,168.474166666667,"Day 7
00:28"
"339",338,"18:53:15",-0.49,-0.333,0.288,0.454,0.042,0.024,168.975,"Day 7
00:58"
"340",339,"19:23:09",-0.489,-0.339,0.281,0.444,0.04,0.024,169.473333333333,"Day 7
01:28"
"341",340,"19:53:10",-0.492,-0.344,0.291,0.451,0.031,0.025,169.973611111111,"Day 7
01:58"
"342",341,"20:23:13",-0.496,-0.338,0.309,0.468,0.038,0.039,170.474444444444,"Day 7
02:28"
"343",342,"20:53:09",-0.489,-0.331,0.298,0.485,0.062,0.025,170.973333333333,"Day 7
02:58"
"344",343,"21:23:12",-0.499,-0.336,0.313,0.452,0.053,0.031,171.474166666667,"Day 7
03:28"
"345",344,"21:53:10",-0.495,-0.34,0.289,0.47,0.052,0.022,171.973611111111,"Day 7
03:58"
"346",345,"22:23:12",-0.502,-0.343,0.287,0.451,0.048,0.103,172.474166666667,"Day 7
04:28"
"347",346,"22:53:14",-0.492,-0.345,0.325,0.451,0.048,0.026,172.974722222222,"Day 7
04:58"
"348",347,"23:23:09",-0.494,-0.335,0.295,0.452,0.068,0.024,173.473333333333,"Day 7
05:28"
"349",348,"23:53:12",-0.495,-0.333,0.291,0.483,0.049,0.023,173.974166666667,"Day 7
05:58"
"350",349,"00:23:08",-0.499,-0.328,0.307,0.465,0.074,0.033,174.473055555556,"Day 7
06:28"
"351",350,"00:53:11",-0.5,-0.345,0.287,0.482,0.096,0.042,174.973888888889,"Day 7
06:58"
"352",351,"01:23:08",-0.505,-0.347,0.292,0.474,0.056,0.024,175.473055555556,"Day 7
07:28"
"353",352,"01:53:05",-0.498,-0.336,0.301,0.458,0.046,0.022,175.972222222222,"Day 7
07:58"
"354",353,"02:23:08",-0.506,-0.35,0.296,0.48,0.053,0.023,176.473055555556,"Day 7
08:28"
"355",354,"02:53:05",-0.503,-0.346,0.291,0.473,0.038,0.03,176.972222222222,"Day 7
08:58"
"356",355,"03:23:08",-0.506,-0.347,0.295,0.463,0.044,0.033,177.473055555556,"Day 7
09:28"
"357",356,"03:53:04",-0.5,-0.34,0.294,0.466,0.041,0.028,177.971944444444,"Day 7
09:58"
"358",357,"04:23:05",-0.505,-0.347,0.296,0.481,0.056,0.035,178.472222222222,"Day 7
10:28"
"359",358,"04:53:06",-0.503,-0.336,0.294,0.488,0.07,0.02,178.9725,"Day 7
10:58"
"360",359,"05:23:07",-0.505,-0.346,0.295,0.473,0.062,0.032,179.472777777778,"Day 7
11:28"
"361",360,"05:53:03",-0.499,-0.35,0.308,0.5,0.078,0.03,179.971666666667,"Day 7
11:58"
"362",361,"06:23:06",-0.504,-0.345,0.313,0.484,0.054,0.022,180.4725,"Day 7
12:28"
"363",362,"06:53:05",-0.503,-0.333,0.303,0.477,0.054,0.023,180.972222222222,"Day 7
12:58"
"364",363,"07:23:07",-0.506,-0.336,0.309,0.463,0.046,0.153,181.472777777778,"Day 7
13:28"
"365",364,"07:53:02",-0.506,-0.342,0.294,0.484,0.035,0.027,181.971388888889,"Day 7
13:58"
"366",365,"08:23:04",-0.498,-0.344,0.324,0.491,0.052,0.038,182.471944444444,"Day 7
14:28"
"367",366,"08:53:05",-0.509,-0.346,0.316,0.475,0.062,0.032,182.972222222222,"Day 7
14:58"
"368",367,"09:23:07",-0.51,-0.34,0.306,0.466,0.045,0.033,183.472777777778,"Day 7
15:28"
"369",368,"09:53:03",-0.506,-0.335,0.313,0.49,0.045,0.02,183.971666666667,"Day 7
15:58"
"370",369,"10:23:02",-0.504,-0.337,0.317,0.47,0.07,0.031,184.471388888889,"Day 7
16:28"
"371",370,"10:53:04",-0.503,-0.345,0.32,0.485,0.078,0.02,184.971944444444,"Day 7
16:58"
"372",371,"11:23:05",-0.511,-0.338,0.317,0.48,0.063,0.039,185.472222222222,"Day 7
17:28"
"373",372,"11:53:02",-0.507,-0.329,0.321,0.488,0.08,0.028,185.971388888889,"Day 7
17:58"
"374",373,"12:23:00",-0.499,-0.345,0.299,0.494,0.067,0.027,186.470833333333,"Day 7
18:28"
"375",374,"12:52:58",-0.503,-0.343,0.303,0.477,0.063,0.024,186.970277777778,"Day 7
18:58"
"376",375,"13:22:59",-0.503,-0.35,0.315,0.485,0.11,0.025,187.470555555556,"Day 7
19:28"
"377",376,"13:53:02",-0.504,-0.34,0.306,0.483,0.057,0.023,187.971388888889,"Day 7
19:58"
"378",377,"14:23:05",-0.503,-0.34,0.317,0.477,0.084,0.024,188.472222222222,"Day 7
20:28"
"379",378,"14:53:01",-0.51,-0.349,0.31,0.477,0.051,0.084,188.971111111111,"Day 7
20:58"
"380",379,"15:23:00",-0.505,-0.344,0.308,0.473,0.07,0.022,189.470833333333,"Day 7
21:28"
"381",380,"15:53:02",-0.51,-0.345,0.314,0.505,0.097,0.024,189.971388888889,"Day 7
21:58"
"382",381,"16:23:01",-0.507,-0.35,0.303,0.5,0.078,0.024,190.471111111111,"Day 7
22:28"
"383",382,"16:52:58",-0.504,-0.339,0.303,0.484,0.038,0.022,190.970277777778,"Day 7
22:58"
"384",383,"17:23:00",-0.51,-0.339,0.322,0.485,0.057,0.032,191.470833333333,"Day 7
23:28"
"385",384,"17:53:01",-0.511,-0.337,0.306,0.494,0.056,0.027,191.971111111111,"Day 7
23:58"
"386",385,"18:22:59",-0.507,-0.344,0.313,0.496,0.095,0.024,192.470555555556,"Day 8
00:28"
"387",386,"18:53:00",-0.509,-0.345,0.32,0.5,0.085,0.028,192.970833333333,"Day 8
00:58"
"388",387,"19:22:58",-0.507,-0.343,0.301,0.488,0.067,0.051,193.470277777778,"Day 8
01:28"
"389",388,"19:52:58",-0.511,-0.353,0.307,0.496,0.052,0.039,193.970277777778,"Day 8
01:58"
"390",389,"20:22:59",-0.504,-0.344,0.315,0.487,0.103,0.018,194.470555555556,"Day 8
02:28"
"391",390,"20:52:58",-0.509,-0.338,0.325,0.489,0.061,0.033,194.970277777778,"Day 8
02:58"
"392",391,"21:22:54",-0.505,-0.343,0.32,0.502,0.064,0.041,195.469166666667,"Day 8
03:28"
"393",392,"21:52:56",-0.513,-0.345,0.304,0.518,0.066,0.02,195.969722222222,"Day 8
03:58"
"394",393,"22:22:59",-0.514,-0.339,0.31,0.516,0.047,0.026,196.470555555556,"Day 8
04:28"
"395",394,"22:52:54",-0.51,-0.345,0.314,0.506,0.042,0.042,196.969166666667,"Day 8
04:58"
"396",395,"23:22:57",-0.51,-0.344,0.324,0.503,0.068,0.042,197.47,"Day 8
05:28"
"397",396,"23:52:53",-0.507,-0.336,0.333,0.514,0.083,0.061,197.968888888889,"Day 8
05:58"
"398",397,"00:22:56",-0.509,-0.351,0.333,0.504,0.067,0.035,198.469722222222,"Day 8
06:28"
"399",398,"00:52:54",-0.514,-0.344,0.318,0.526,0.055,0.032,198.969166666667,"Day 8
06:58"
"400",399,"01:22:54",-0.509,-0.352,0.323,0.509,0.091,0.035,199.469166666667,"Day 8
07:28"
"401",400,"01:52:55",-0.505,-0.356,0.32,0.492,0.061,0.027,199.969444444444,"Day 8
07:58"
"402",401,"02:22:52",-0.51,-0.346,0.315,0.513,0.064,0.033,200.468611111111,"Day 8
08:28"
"403",402,"02:52:55",-0.511,-0.351,0.317,0.509,0.068,0.052,200.969444444444,"Day 8
08:58"
"404",403,"03:22:54",-0.51,-0.352,0.332,0.495,0.077,0.028,201.469166666667,"Day 8
09:28"
"405",404,"03:52:56",-0.507,-0.359,0.318,0.503,0.066,0.028,201.969722222222,"Day 8
09:58"
"406",405,"04:22:53",-0.509,-0.351,0.329,0.531,0.086,0.027,202.468888888889,"Day 8
10:28"
"407",406,"04:52:54",-0.516,-0.35,0.321,0.512,0.067,0.017,202.969166666667,"Day 8
10:58"
"408",407,"05:22:50",-0.507,-0.349,0.335,0.521,0.047,0.034,203.468055555556,"Day 8
11:28"
"409",408,"05:52:53",-0.51,-0.361,0.33,0.498,0.045,0.037,203.968888888889,"Day 8
11:58"
"410",409,"06:22:52",-0.513,-0.359,0.309,0.509,0.041,0.038,204.468611111111,"Day 8
12:28"
"411",410,"06:52:55",-0.509,-0.358,0.346,0.529,0.048,0.025,204.969444444444,"Day 8
12:58"
"412",411,"07:22:51",-0.509,-0.351,0.32,0.521,0.039,0.044,205.468333333333,"Day 8
13:28"
"413",412,"07:52:53",-0.51,-0.369,0.339,0.532,0.031,0.023,205.968888888889,"Day 8
13:58"
"414",413,"08:22:51",-0.514,-0.356,0.33,0.536,0.045,0.023,206.468333333333,"Day 8
14:28"
"415",414,"08:52:52",-0.512,-0.372,0.329,0.497,0.06,0.037,206.968611111111,"Day 8
14:58"
"416",415,"09:22:49",-0.512,-0.365,0.329,0.524,0.049,0.025,207.467777777778,"Day 8
15:28"
"417",416,"09:52:51",-0.502,-0.368,0.344,0.51,0.032,0.03,207.968333333333,"Day 8
15:58"
"418",417,"10:22:50",-0.513,-0.361,0.332,0.545,0.049,0.023,208.468055555556,"Day 8
16:28"
"419",418,"10:52:53",-0.506,-0.367,0.323,0.527,0.027,0.042,208.968888888889,"Day 8
16:58"
"420",419,"11:22:50",-0.497,-0.368,0.331,0.523,0.041,0.035,209.468055555556,"Day 8
17:28"
"421",420,"11:52:53",-0.503,-0.362,0.342,0.531,0.055,0.051,209.968888888889,"Day 8
17:58"
"422",421,"12:22:52",-0.495,-0.366,0.347,0.541,0.047,0.067,210.468611111111,"Day 8
18:28"
"423",422,"12:52:47",-0.503,-0.36,0.345,0.517,0.034,0.114,210.967222222222,"Day 8
18:58"
"424",423,"13:22:50",-0.5,-0.368,0.342,0.541,0.044,0.016,211.468055555556,"Day 8
19:28"
"425",424,"13:52:49",-0.496,-0.358,0.333,0.529,0.045,0.023,211.967777777778,"Day 8
19:58"
"426",425,"14:22:49",-0.503,-0.364,0.331,0.534,0.051,0.038,212.467777777778,"Day 8
20:28"
"427",426,"14:52:45",-0.498,-0.365,0.333,0.526,0.055,0.022,212.966666666667,"Day 8
20:58"
"428",427,"15:22:48",-0.499,-0.361,0.331,0.547,0.044,0.024,213.4675,"Day 8
21:28"
"429",428,"15:52:46",-0.494,-0.364,0.329,0.516,0.02,0.018,213.966944444444,"Day 8
21:58"
"430",429,"16:22:50",-0.496,-0.369,0.34,0.533,0.026,0.03,214.468055555556,"Day 8
22:28"
"431",430,"16:52:47",-0.491,-0.376,0.335,0.532,0.041,0.024,214.967222222222,"Day 8
22:58"
"432",431,"17:22:50",-0.497,-0.375,0.343,0.533,0.028,0.028,215.468055555556,"Day 8
23:28"
"433",432,"17:52:47",-0.499,-0.375,0.344,0.54,0.051,0.078,215.967222222222,"Day 8
23:58"
"434",433,"18:22:45",-0.496,-0.38,0.34,0.517,0.034,0.016,216.466666666667,"Day 9
00:28"
"435",434,"18:52:50",-0.495,-0.369,0.34,0.565,0.044,0.069,216.968055555556,"Day 9
00:58"
"436",435,"19:22:43",-0.496,-0.386,0.338,0.541,0.045,0.025,217.466111111111,"Day 9
01:27"
"437",436,"19:52:46",-0.496,-0.368,0.354,0.532,0.049,0.032,217.966944444444,"Day 9
01:58"
"438",437,"20:22:43",-0.495,-0.38,0.359,0.529,0.06,0.02,218.466111111111,"Day 9
02:27"
"439",438,"20:52:45",-0.495,-0.381,0.351,0.528,0.046,0.023,218.966666666667,"Day 9
02:58"
"440",439,"21:22:42",-0.5,-0.378,0.347,0.549,0.066,0.018,219.465833333333,"Day 9
03:27"
"441",440,"21:52:43",-0.495,-0.378,0.34,0.554,0.06,0.046,219.966111111111,"Day 9
03:57"
"442",441,"22:22:41",-0.497,-0.374,0.342,0.562,0.045,0.016,220.465555555556,"Day 9
04:27"
"443",442,"22:52:44",-0.49,-0.388,0.356,0.553,0.042,0.03,220.966388888889,"Day 9
04:57"
"444",443,"23:22:42",-0.499,-0.369,0.371,0.562,0.033,0.054,221.465833333333,"Day 9
05:27"
"445",444,"23:52:43",-0.497,-0.383,0.346,0.572,0.055,0.018,221.966111111111,"Day 9
05:57"
"446",445,"00:22:42",-0.489,-0.376,0.347,0.534,0.04,0.032,222.465833333333,"Day 9
06:27"
"447",446,"00:52:43",-0.491,-0.376,0.349,0.548,0.035,0.011,222.966111111111,"Day 9
06:57"
"448",447,"01:22:42",-0.491,-0.382,0.35,0.555,0.051,0.042,223.465833333333,"Day 9
07:27"
"449",448,"01:52:39",-0.494,-0.376,0.35,0.546,0.052,0.017,223.965,"Day 9
07:57"
"450",449,"02:22:42",-0.491,-0.383,0.354,0.567,0.044,0.027,224.465833333333,"Day 9
08:27"
"451",450,"02:52:43",-0.492,-0.394,0.333,0.574,0.069,0.013,224.966111111111,"Day 9
08:57"
"452",451,"03:22:40",-0.494,-0.383,0.353,0.578,0.054,0.037,225.465277777778,"Day 9
09:27"
"453",452,"03:52:44",-0.494,-0.382,0.361,0.564,0.038,0.03,225.966388888889,"Day 9
09:57"
"454",453,"04:22:41",-0.483,-0.387,0.366,0.569,0.053,0.017,226.465555555556,"Day 9
10:27"
"455",454,"04:52:44",-0.491,-0.379,0.346,0.54,0.059,0.015,226.966388888889,"Day 9
10:57"
"456",455,"05:22:40",-0.496,-0.373,0.362,0.563,0.051,0.015,227.465277777778,"Day 9
11:27"
"457",456,"05:52:41",-0.491,-0.389,0.345,0.586,0.046,0.012,227.965555555556,"Day 9
11:57"
"458",457,"06:22:44",-0.489,-0.395,0.349,0.563,0.052,0.035,228.466388888889,"Day 9
12:27"
"459",458,"06:52:40",-0.492,-0.396,0.346,0.569,0.04,0.025,228.965277777778,"Day 9
12:57"
"460",459,"07:22:38",-0.485,-0.389,0.359,0.569,0.04,0.023,229.464722222222,"Day 9
13:27"
"461",460,"07:52:41",-0.488,-0.393,0.35,0.56,0.069,0.013,229.965555555556,"Day 9
13:57"
"462",461,"08:22:42",-0.49,-0.39,0.352,0.568,0.042,0.013,230.465833333333,"Day 9
14:27"
"463",462,"08:52:36",-0.488,-0.387,0.362,0.572,0.066,0.017,230.964166666667,"Day 9
14:57"
"464",463,"09:22:40",-0.491,-0.393,0.353,0.572,0.066,0.016,231.465277777778,"Day 9
15:27"
"465",464,"09:52:36",-0.482,-0.387,0.361,0.576,0.048,0.026,231.964166666667,"Day 9
15:57"
"466",465,"10:22:39",-0.485,-0.39,0.35,0.549,0.068,0.019,232.465,"Day 9
16:27"
"467",466,"10:52:35",-0.487,-0.388,0.351,0.571,0.082,0.024,232.963888888889,"Day 9
16:57"
"468",467,"11:22:36",-0.49,-0.395,0.354,0.582,0.059,0.018,233.464166666667,"Day 9
17:27"
"469",468,"11:52:34",-0.488,-0.397,0.349,0.571,0.047,0.064,233.963611111111,"Day 9
17:57"
"470",469,"12:22:37",-0.481,-0.403,0.372,0.57,0.051,0.019,234.464444444444,"Day 9
18:27"
"471",470,"12:52:36",-0.488,-0.383,0.35,0.596,0.035,0.017,234.964166666667,"Day 9
18:57"
"472",471,"13:22:37",-0.487,-0.394,0.353,0.575,0.068,0.018,235.464444444444,"Day 9
19:27"
"473",472,"13:52:33",-0.484,-0.393,0.368,0.569,0.027,0.024,235.963333333333,"Day 9
19:57"
"474",473,"14:22:38",-0.487,-0.395,0.351,0.586,0.027,0.032,236.464722222222,"Day 9
20:27"
"475",474,"14:52:35",-0.482,-0.391,0.371,0.582,0.062,0.054,236.963888888889,"Day 9
20:57"
"476",475,"15:22:37",-0.484,-0.393,0.365,0.564,0.052,0.026,237.464444444444,"Day 9
21:27"
"477",476,"15:52:34",-0.482,-0.398,0.367,0.574,0.071,0.013,237.963611111111,"Day 9
21:57"
"478",477,"16:22:32",-0.475,-0.387,0.381,0.57,0.04,0.017,238.463055555556,"Day 9
22:27"
"479",478,"16:52:35",-0.489,-0.396,0.362,0.572,0.038,0.034,238.963888888889,"Day 9
22:57"
"480",479,"17:22:31",-0.485,-0.394,0.376,0.597,0.056,0.011,239.462777777778,"Day 9
23:27"
"481",480,"17:52:34",-0.484,-0.39,0.362,0.591,0.049,0.013,239.963611111111,"Day 9
23:57"
"482",481,"18:22:35",-0.478,-0.391,0.352,0.584,0.041,0.027,240.463888888889,"Day 10
00:27"
"483",482,"18:52:30",-0.483,-0.393,0.376,0.592,0.053,0.026,240.9625,"Day 10
00:57"
"484",483,"19:22:34",-0.482,-0.401,0.365,0.583,0.047,0.02,241.463611111111,"Day 10
01:27"
"485",484,"19:52:30",-0.48,-0.394,0.374,0.609,0.044,0.025,241.9625,"Day 10
01:57"
"486",485,"20:22:31",-0.482,-0.4,0.358,0.584,0.037,0.02,242.462777777778,"Day 10
02:27"
"487",486,"20:52:30",-0.475,-0.393,0.366,0.592,0.055,0.015,242.9625,"Day 10
02:57"
"488",487,"21:22:31",-0.478,-0.396,0.374,0.576,0.061,0.008,243.462777777778,"Day 10
03:27"
"489",488,"21:52:28",-0.483,-0.401,0.38,0.598,0.045,0.062,243.961944444444,"Day 10
03:57"
"490",489,"22:22:30",-0.484,-0.393,0.356,0.6,0.105,0.017,244.4625,"Day 10
04:27"
"491",490,"22:52:35",-0.476,-0.395,0.376,0.598,0.059,0.085,244.963888888889,"Day 10
04:57"
"492",491,"23:22:31",-0.491,-0.402,0.36,0.586,0.052,0.015,245.462777777778,"Day 10
05:27"
"493",492,"23:52:28",-0.488,-0.393,0.387,0.594,0.083,0.02,245.961944444444,"Day 10
05:57"
"494",493,"00:22:29",-0.481,-0.398,0.376,0.596,0.052,0.019,246.462222222222,"Day 10
06:27"
"495",494,"00:52:30",-0.488,-0.402,0.362,0.6,0.073,0.02,246.9625,"Day 10
06:57"
"496",495,"01:22:29",-0.487,-0.393,0.373,0.64,0.04,0.033,247.462222222222,"Day 10
07:27"
"497",496,"01:52:28",-0.496,-0.405,0.385,0.594,0.035,0.009,247.961944444444,"Day 10
07:57"
"498",497,"02:22:27",-0.481,-0.396,0.38,0.608,0.04,0.024,248.461666666667,"Day 10
08:27"
